9.17543e+06, 
9.17286e+06, 
9.17284e+06, 
9.17271e+06, 
9.17264e+06, 
9.17265e+06, 
9.17256e+06, 
9.17251e+06, 
9.17254e+06, 
9.1728e+06, 
9.17278e+06, 
9.17292e+06, 
9.17311e+06, 
9.1731e+06, 
9.17303e+06, 
9.1729e+06, 
9.17278e+06, 
9.17274e+06, 
9.17269e+06, 
9.17247e+06, 
9.17236e+06, 
9.17231e+06, 
9.17226e+06, 
9.17242e+06, 
9.17254e+06, 
9.17257e+06, 
9.1725e+06, 
9.17263e+06, 
9.1726e+06, 
9.17266e+06, 
9.17279e+06, 
9.17285e+06, 
9.17284e+06, 
9.17296e+06, 
9.173e+06, 
9.17304e+06, 
9.17297e+06, 
9.17283e+06, 
9.17266e+06, 
9.17242e+06, 
9.17207e+06, 
9.17185e+06, 
9.17203e+06, 
9.17214e+06, 
9.17206e+06, 
9.17204e+06, 
9.17198e+06, 
9.17202e+06, 
9.17202e+06, 
9.17198e+06, 
9.17197e+06, 
9.17189e+06, 
9.17183e+06, 
9.17179e+06, 
9.17175e+06, 
9.1718e+06, 
9.17188e+06, 
9.17202e+06, 
9.17213e+06, 
9.17224e+06, 
9.17223e+06, 
9.17237e+06, 
9.17248e+06, 
9.17254e+06, 
9.17258e+06, 
9.17257e+06, 
9.17255e+06, 
9.1725e+06, 
9.17246e+06, 
9.17252e+06, 
9.17246e+06, 
9.17239e+06, 
9.17235e+06, 
9.17242e+06, 
9.17245e+06, 
9.17237e+06, 
9.17244e+06, 
9.17249e+06, 
9.17248e+06, 
9.17252e+06, 
9.17255e+06, 
9.1725e+06, 
9.17248e+06, 
9.17238e+06, 
9.17236e+06, 
9.17235e+06, 
9.17229e+06, 
9.17229e+06, 
9.17243e+06, 
9.17257e+06, 
9.17272e+06, 
9.17272e+06, 
9.1727e+06, 
9.1727e+06, 
9.17277e+06, 
9.17278e+06, 
9.17285e+06, 
9.17282e+06, 
9.17269e+06, 
9.17255e+06, 
9.17254e+06, 
9.17247e+06, 
9.17255e+06, 
9.17275e+06, 
9.17289e+06, 
9.17286e+06, 
9.17274e+06, 
9.17254e+06, 
9.1724e+06, 
9.17227e+06, 
9.17212e+06, 
9.17197e+06, 
9.17188e+06, 
9.17183e+06, 
9.17178e+06, 
9.17152e+06, 
9.17146e+06, 
9.17173e+06, 
9.17178e+06, 
9.1718e+06, 
9.17184e+06, 
9.17166e+06, 
9.17166e+06, 
9.17162e+06, 
9.1717e+06, 
9.17172e+06, 
9.17164e+06, 
9.17164e+06, 
9.17179e+06, 
9.17178e+06, 
9.17177e+06, 
9.17173e+06, 
9.17178e+06, 
9.17177e+06, 
9.17171e+06, 
9.17165e+06, 
9.17145e+06, 
9.17145e+06, 
9.17148e+06, 
9.17146e+06, 
9.17129e+06, 
9.17126e+06, 
9.17118e+06, 
9.17123e+06, 
9.1713e+06, 
9.17138e+06, 
9.17138e+06, 
9.17125e+06, 
9.17123e+06, 
9.17128e+06, 
9.17143e+06, 
9.17153e+06, 
9.17142e+06, 
9.17141e+06, 
9.17136e+06, 
9.17154e+06, 
9.17163e+06, 
9.17168e+06, 
9.17174e+06, 
9.17185e+06, 
9.17189e+06, 
9.17203e+06, 
9.17208e+06, 
9.17204e+06, 
9.17191e+06, 
9.17175e+06, 
9.17163e+06, 
9.17153e+06, 
9.17161e+06, 
9.17165e+06, 
9.17167e+06, 
9.17165e+06, 
9.17149e+06, 
9.17154e+06, 
9.17146e+06, 
9.17132e+06, 
9.17142e+06, 
9.17169e+06, 
9.17181e+06, 
9.17204e+06, 
9.17232e+06, 
9.17258e+06, 
9.17308e+06, 
9.17349e+06, 
9.17375e+06, 
9.17392e+06, 
9.17407e+06, 
9.17407e+06, 
9.17389e+06, 
9.17399e+06, 
9.1744e+06, 
9.17479e+06, 
9.17545e+06, 
9.17587e+06, 
9.17635e+06, 
9.17698e+06, 
9.17773e+06, 
9.1781e+06, 
9.17764e+06, 
9.17707e+06, 
9.17654e+06, 
9.17552e+06, 
9.17348e+06, 
9.17123e+06, 
9.16906e+06, 
9.16736e+06, 
9.16631e+06, 
9.16581e+06, 
9.16558e+06, 
9.1658e+06, 
9.16527e+06, 
9.16519e+06, 
9.16497e+06, 
9.16416e+06, 
9.16368e+06, 
9.16363e+06, 
9.16449e+06, 
9.16501e+06, 
9.16444e+06, 
9.16253e+06, 
9.16045e+06, 
9.16034e+06, 
9.16128e+06, 
9.16215e+06, 
9.16296e+06, 
9.16359e+06, 
9.16431e+06, 
9.16501e+06, 
9.16561e+06, 
9.16604e+06, 
9.1666e+06, 
9.16721e+06, 
9.16781e+06, 
9.1686e+06, 
9.16924e+06, 
9.16986e+06, 
9.17035e+06, 
9.17069e+06, 
9.17114e+06, 
9.17167e+06, 
9.17178e+06, 
9.17206e+06, 
9.17208e+06, 
9.17201e+06, 
9.17199e+06, 
9.17213e+06, 
9.1723e+06, 
9.17243e+06, 
9.17252e+06, 
9.1725e+06, 
9.17247e+06, 
9.17257e+06, 
9.17258e+06, 
9.17258e+06, 
9.1727e+06, 
9.17279e+06, 
9.17282e+06, 
9.1728e+06, 
9.17282e+06, 
9.17277e+06, 
9.17267e+06, 
9.17274e+06, 
9.17265e+06, 
9.1727e+06, 
9.17289e+06, 
9.17298e+06, 
9.17294e+06, 
9.17295e+06, 
9.17305e+06, 
9.17302e+06, 
9.17308e+06, 
9.17318e+06, 
9.17319e+06, 
9.17323e+06, 
9.1733e+06, 
9.17344e+06, 
9.17349e+06, 
9.17326e+06, 
9.1733e+06, 
9.17337e+06, 
9.17336e+06, 
9.17342e+06, 
9.17346e+06, 
9.17347e+06, 
9.17335e+06, 
9.17346e+06, 
9.17347e+06, 
9.1736e+06, 
9.17356e+06, 
9.17358e+06, 
9.17358e+06, 
9.17375e+06, 
9.17386e+06, 
9.17398e+06, 
9.17403e+06, 
9.17407e+06, 
9.17401e+06, 
9.17393e+06, 
9.17399e+06, 
9.1739e+06, 
9.17389e+06, 
9.17382e+06, 
9.17384e+06, 
9.17383e+06, 
9.17372e+06, 
9.17371e+06, 
9.17375e+06, 
9.17383e+06, 
9.1738e+06, 
9.17377e+06, 
9.17393e+06, 
9.17402e+06, 
9.17398e+06, 
9.1739e+06, 
9.174e+06, 
9.17401e+06, 
9.17399e+06, 
9.17405e+06, 
9.17408e+06, 
9.1742e+06, 
9.17412e+06, 
9.17425e+06, 
9.17432e+06, 
9.17452e+06, 
9.17459e+06, 
9.1746e+06, 
9.17466e+06, 
9.17475e+06, 
9.17478e+06, 
9.17465e+06, 
9.1747e+06, 
9.1747e+06, 
9.17466e+06, 
9.17476e+06, 
9.17481e+06, 
9.17497e+06, 
9.17482e+06, 
9.17487e+06, 
9.17492e+06, 
9.17492e+06, 
9.175e+06, 
9.17525e+06, 
9.17529e+06, 
9.17542e+06, 
9.17539e+06, 
9.17535e+06, 
9.17536e+06, 
9.17529e+06, 
9.17527e+06, 
9.17522e+06, 
9.17522e+06, 
9.17527e+06, 
9.1752e+06, 
9.17524e+06, 
9.1753e+06, 
9.17528e+06, 
9.17523e+06, 
9.17527e+06, 
9.17524e+06, 
9.17534e+06, 
9.17535e+06, 
9.17535e+06, 
9.17537e+06, 
9.17528e+06, 
9.17533e+06, 
9.17535e+06, 
9.17546e+06, 
9.17554e+06, 
9.17549e+06, 
9.17536e+06, 
9.17541e+06, 
9.17552e+06, 
9.17541e+06, 
9.17548e+06, 
9.17543e+06, 
9.17553e+06, 
9.17557e+06, 
9.17547e+06, 
9.17543e+06, 
9.17547e+06, 
9.17549e+06, 
9.1755e+06, 
9.17541e+06, 
9.17532e+06, 
9.17529e+06, 
9.17552e+06, 
9.17547e+06, 
9.17534e+06, 
9.17528e+06, 
9.17516e+06, 
9.17519e+06, 
9.17516e+06, 
9.17513e+06, 
9.17511e+06, 
9.1751e+06, 
9.17508e+06, 
9.17485e+06, 
9.17476e+06, 
9.17469e+06, 
9.17472e+06, 
9.17484e+06, 
9.17478e+06, 
9.17463e+06, 
9.17454e+06, 
9.17442e+06, 
9.17447e+06, 
9.17452e+06, 
9.1744e+06, 
9.17441e+06, 
9.17442e+06, 
9.17445e+06, 
9.17435e+06, 
9.1745e+06, 
9.17446e+06, 
9.17453e+06, 
9.17453e+06, 
9.17456e+06, 
9.17452e+06, 
9.17436e+06, 
9.17429e+06, 
9.17431e+06, 
9.17418e+06, 
9.17409e+06, 
9.17396e+06, 
9.17393e+06, 
9.17386e+06, 
9.17376e+06, 
9.1736e+06, 
9.17362e+06, 
9.17354e+06, 
9.17345e+06, 
9.17342e+06, 
9.1734e+06, 
9.17346e+06, 
9.17357e+06, 
9.17349e+06, 
9.17348e+06, 
9.17337e+06, 
9.17328e+06, 
9.17327e+06, 
9.17335e+06, 
9.1732e+06, 
9.17301e+06, 
9.17284e+06, 
9.17283e+06, 
9.17275e+06, 
9.1728e+06, 
9.17279e+06, 
9.17282e+06, 
9.17281e+06, 
9.17276e+06, 
9.17276e+06, 
9.17272e+06, 
9.17276e+06, 
9.17278e+06, 
9.17272e+06, 
9.17262e+06, 
9.17252e+06, 
9.17245e+06, 
9.17236e+06, 
9.17229e+06, 
9.17231e+06, 
9.17236e+06, 
9.17234e+06, 
9.17227e+06, 
9.17219e+06, 
9.17206e+06, 
9.17217e+06, 
9.17231e+06, 
9.17241e+06, 
9.17242e+06, 
9.17265e+06, 
9.17276e+06, 
9.17274e+06, 
9.17278e+06, 
9.17276e+06, 
9.17264e+06, 
9.17241e+06, 
9.1723e+06, 
9.17232e+06, 
9.17228e+06, 
9.17236e+06, 
9.17233e+06, 
9.1722e+06, 
9.17229e+06, 
9.17235e+06, 
9.17235e+06, 
9.17233e+06, 
9.17236e+06, 
9.17256e+06, 
9.17279e+06, 
9.17294e+06, 
9.17288e+06, 
9.1726e+06, 
9.17236e+06, 
9.17223e+06, 
9.17206e+06, 
9.17204e+06, 
9.17197e+06, 
9.17198e+06, 
9.172e+06, 
9.17211e+06, 
9.17214e+06, 
9.17206e+06, 
9.17219e+06, 
9.17225e+06, 
9.17233e+06, 
9.17231e+06, 
9.17238e+06, 
9.17238e+06, 
9.17241e+06, 
9.1723e+06, 
9.17239e+06, 
9.17248e+06, 
9.17249e+06, 
9.17258e+06, 
9.17248e+06, 
9.17232e+06, 
9.17219e+06, 
9.1721e+06, 
9.17219e+06, 
9.17233e+06, 
9.17232e+06, 
9.17236e+06, 
9.17238e+06, 
9.17243e+06, 
9.17233e+06, 
9.1723e+06, 
9.17243e+06, 
9.17263e+06, 
9.17259e+06, 
9.17252e+06, 
9.17243e+06, 
9.17243e+06, 
9.17254e+06, 
9.17248e+06, 
9.17237e+06, 
9.17232e+06, 
9.17233e+06, 
9.17227e+06, 
9.17232e+06, 
9.17226e+06, 
9.17225e+06, 
9.17222e+06, 
9.17211e+06, 
9.17219e+06, 
9.1722e+06, 
9.17214e+06, 
9.17221e+06, 
9.17217e+06, 
9.1722e+06, 
9.17235e+06, 
9.17249e+06, 
9.17236e+06, 
9.17219e+06, 
9.17223e+06, 
9.17224e+06, 
9.17218e+06, 
9.17216e+06, 
9.17217e+06, 
9.1722e+06, 
9.17231e+06, 
9.1723e+06, 
9.17216e+06, 
9.17205e+06, 
9.17193e+06, 
9.17191e+06, 
9.17192e+06, 
9.17196e+06, 
9.17192e+06, 
9.17205e+06, 
9.17208e+06, 
9.17212e+06, 
9.17216e+06, 
9.17208e+06, 
9.17218e+06, 
9.17211e+06, 
9.17219e+06, 
9.17224e+06, 
9.17232e+06, 
9.1723e+06, 
9.17245e+06, 
9.17238e+06, 
9.17234e+06, 
9.17236e+06, 
9.17245e+06, 
9.17233e+06, 
9.17238e+06, 
9.17247e+06, 
9.17235e+06, 
9.17237e+06, 
9.17226e+06, 
9.17234e+06, 
9.17245e+06, 
9.17247e+06, 
9.17254e+06, 
9.17267e+06, 
9.17258e+06, 
9.17254e+06, 
9.17243e+06, 
9.17234e+06, 
9.17225e+06, 
9.17207e+06, 
9.17194e+06, 
9.17191e+06, 
9.1719e+06, 
9.17173e+06, 
9.17169e+06, 
9.17191e+06, 
9.17195e+06, 
9.17202e+06, 
9.17204e+06, 
9.17206e+06, 
9.17219e+06, 
9.17211e+06, 
9.17218e+06, 
9.17202e+06, 
9.17174e+06, 
9.17157e+06, 
9.17143e+06, 
9.17142e+06, 
9.17138e+06, 
9.17132e+06, 
9.17123e+06, 
9.1712e+06, 
9.17111e+06, 
9.17107e+06, 
9.17109e+06, 
9.17104e+06, 
9.1711e+06, 
9.17113e+06, 
9.17122e+06, 
9.17133e+06, 
9.17146e+06, 
9.17137e+06, 
9.17147e+06, 
9.17168e+06, 
9.17164e+06, 
9.17158e+06, 
9.17166e+06, 
9.17172e+06, 
9.17158e+06, 
9.17142e+06, 
9.17121e+06, 
9.17126e+06, 
9.17128e+06, 
9.17123e+06, 
9.17114e+06, 
9.17104e+06, 
9.17114e+06, 
9.17115e+06, 
9.17123e+06, 
9.17126e+06, 
9.17127e+06, 
9.17113e+06, 
9.17122e+06, 
9.1713e+06, 
9.17127e+06, 
9.17118e+06, 
9.17107e+06, 
9.17112e+06, 
9.17107e+06, 
9.17108e+06, 
9.17094e+06, 
9.17106e+06, 
9.17116e+06, 
9.17114e+06, 
9.17119e+06, 
9.17122e+06, 
9.17117e+06, 
9.17129e+06, 
9.17133e+06, 
9.17121e+06, 
9.1713e+06, 
9.17129e+06, 
9.17123e+06, 
9.17119e+06, 
9.17107e+06, 
9.17111e+06, 
9.17134e+06, 
9.1715e+06, 
9.17153e+06, 
9.17148e+06, 
9.17148e+06, 
9.17162e+06, 
9.17177e+06, 
9.17198e+06, 
9.17232e+06, 
9.17277e+06, 
9.17311e+06, 
9.17337e+06, 
9.17363e+06, 
9.17385e+06, 
9.1739e+06, 
9.1739e+06, 
9.17383e+06, 
9.17366e+06, 
9.1739e+06, 
9.1743e+06, 
9.17491e+06, 
9.17533e+06, 
9.17605e+06, 
9.17671e+06, 
9.17757e+06, 
9.17808e+06, 
9.17785e+06, 
9.17714e+06, 
9.17669e+06, 
9.17578e+06, 
9.17385e+06, 
9.17181e+06, 
9.16966e+06, 
9.16772e+06, 
9.16625e+06, 
9.16548e+06, 
9.16524e+06, 
9.1652e+06, 
9.16495e+06, 
9.16454e+06, 
9.16455e+06, 
9.16385e+06, 
9.16313e+06, 
9.1629e+06, 
9.1636e+06, 
9.16425e+06, 
9.16379e+06, 
9.16203e+06, 
9.15992e+06, 
9.15916e+06, 
9.16015e+06, 
9.16133e+06, 
9.16234e+06, 
9.16327e+06, 
9.16401e+06, 
9.16482e+06, 
9.16542e+06, 
9.166e+06, 
9.16658e+06, 
9.16722e+06, 
9.16789e+06, 
9.16864e+06, 
9.16925e+06, 
9.16981e+06, 
9.17029e+06, 
9.17052e+06, 
9.17091e+06, 
9.17162e+06, 
9.17178e+06, 
9.17195e+06, 
9.17195e+06, 
9.17197e+06, 
9.172e+06, 
9.17195e+06, 
9.17175e+06, 
9.17155e+06, 
9.17164e+06, 
9.17188e+06, 
9.17189e+06, 
9.17195e+06, 
9.17209e+06, 
9.17217e+06, 
9.17221e+06, 
9.17236e+06, 
9.17247e+06, 
9.17242e+06, 
9.17244e+06, 
9.17245e+06, 
9.17244e+06, 
9.17229e+06, 
9.17229e+06, 
9.17244e+06, 
9.17252e+06, 
9.17261e+06, 
9.17273e+06, 
9.17284e+06, 
9.17283e+06, 
9.17292e+06, 
9.17296e+06, 
9.17306e+06, 
9.17318e+06, 
9.17328e+06, 
9.17338e+06, 
9.17344e+06, 
9.17342e+06, 
9.17332e+06, 
9.17319e+06, 
9.17308e+06, 
9.17305e+06, 
9.17294e+06, 
9.17279e+06, 
9.17274e+06, 
9.17282e+06, 
9.17289e+06, 
9.1729e+06, 
9.17293e+06, 
9.17298e+06, 
9.17298e+06, 
9.17306e+06, 
9.17308e+06, 
9.17316e+06, 
9.17334e+06, 
9.17334e+06, 
9.17334e+06, 
9.1734e+06, 
9.17352e+06, 
9.17351e+06, 
9.17339e+06, 
9.17347e+06, 
9.17349e+06, 
9.1735e+06, 
9.17343e+06, 
9.17351e+06, 
9.17365e+06, 
9.1737e+06, 
9.17362e+06, 
9.17383e+06, 
9.17396e+06, 
9.17391e+06, 
9.17387e+06, 
9.17395e+06, 
9.17396e+06, 
9.17397e+06, 
9.17398e+06, 
9.17403e+06, 
9.17415e+06, 
9.17416e+06, 
9.17411e+06, 
9.17408e+06, 
9.17403e+06, 
9.17411e+06, 
9.17423e+06, 
9.17431e+06, 
9.17422e+06, 
9.17422e+06, 
9.17429e+06, 
9.17433e+06, 
9.17426e+06, 
9.17421e+06, 
9.17436e+06, 
9.17441e+06, 
9.1744e+06, 
9.1743e+06, 
9.17439e+06, 
9.17435e+06, 
9.17447e+06, 
9.17458e+06, 
9.17459e+06, 
9.17461e+06, 
9.17465e+06, 
9.17469e+06, 
9.17466e+06, 
9.17482e+06, 
9.1749e+06, 
9.17492e+06, 
9.17504e+06, 
9.17513e+06, 
9.17518e+06, 
9.17521e+06, 
9.1752e+06, 
9.17531e+06, 
9.1753e+06, 
9.17527e+06, 
9.17523e+06, 
9.17526e+06, 
9.17538e+06, 
9.17536e+06, 
9.17529e+06, 
9.17521e+06, 
9.17531e+06, 
9.17527e+06, 
9.17528e+06, 
9.1751e+06, 
9.17514e+06, 
9.17526e+06, 
9.17509e+06, 
9.17511e+06, 
9.17511e+06, 
9.17501e+06, 
9.17511e+06, 
9.17518e+06, 
9.17504e+06, 
9.17513e+06, 
9.17512e+06, 
9.17524e+06, 
9.1752e+06, 
9.17503e+06, 
9.17496e+06, 
9.17476e+06, 
9.17489e+06, 
9.17503e+06, 
9.175e+06, 
9.17504e+06, 
9.17508e+06, 
9.17514e+06, 
9.17515e+06, 
9.17522e+06, 
9.17523e+06, 
9.17514e+06, 
9.17517e+06, 
9.17519e+06, 
9.17526e+06, 
9.17531e+06, 
9.17514e+06, 
9.17491e+06, 
9.17479e+06, 
9.17452e+06, 
9.17438e+06, 
9.17428e+06, 
9.1742e+06, 
9.17425e+06, 
9.17414e+06, 
9.17414e+06, 
9.17421e+06, 
9.17419e+06, 
9.17425e+06, 
9.17423e+06, 
9.17419e+06, 
9.1741e+06, 
9.17411e+06, 
9.17397e+06, 
9.17389e+06, 
9.17396e+06, 
9.17404e+06, 
9.17396e+06, 
9.17394e+06, 
9.17398e+06, 
9.17404e+06, 
9.17407e+06, 
9.17413e+06, 
9.17392e+06, 
9.17382e+06, 
9.17382e+06, 
9.17379e+06, 
9.17362e+06, 
9.17354e+06, 
9.17334e+06, 
9.17327e+06, 
9.17317e+06, 
9.17319e+06, 
9.17324e+06, 
9.17323e+06, 
9.17324e+06, 
9.17294e+06, 
9.17288e+06, 
9.17286e+06, 
9.17288e+06, 
9.17272e+06, 
9.17276e+06, 
9.17272e+06, 
9.17259e+06, 
9.1726e+06, 
9.1726e+06, 
9.17253e+06, 
9.1724e+06, 
9.17228e+06, 
9.17233e+06, 
9.1723e+06, 
9.17219e+06, 
9.17207e+06, 
9.17212e+06, 
9.1721e+06, 
9.17206e+06, 
9.17204e+06, 
9.17188e+06, 
9.17192e+06, 
9.17204e+06, 
9.17202e+06, 
9.17205e+06, 
9.17208e+06, 
9.17214e+06, 
9.17218e+06, 
9.17221e+06, 
9.17219e+06, 
9.17215e+06, 
9.17214e+06, 
9.17209e+06, 
9.17226e+06, 
9.1722e+06, 
9.17207e+06, 
9.17211e+06, 
9.17214e+06, 
9.17208e+06, 
9.17207e+06, 
9.17201e+06, 
9.17195e+06, 
9.17195e+06, 
9.17211e+06, 
9.17227e+06, 
9.17233e+06, 
9.17233e+06, 
9.17237e+06, 
9.17235e+06, 
9.17244e+06, 
9.17235e+06, 
9.17239e+06, 
9.1723e+06, 
9.17246e+06, 
9.17241e+06, 
9.17244e+06, 
9.17245e+06, 
9.17262e+06, 
9.17273e+06, 
9.17282e+06, 
9.17277e+06, 
9.17264e+06, 
9.17266e+06, 
9.17265e+06, 
9.17245e+06, 
9.1721e+06, 
9.17197e+06, 
9.172e+06, 
9.17198e+06, 
9.17186e+06, 
9.17177e+06, 
9.17173e+06, 
9.17171e+06, 
9.17172e+06, 
9.17186e+06, 
9.1719e+06, 
9.17188e+06, 
9.17213e+06, 
9.1721e+06, 
9.17202e+06, 
9.17211e+06, 
9.17213e+06, 
9.17212e+06, 
9.17206e+06, 
9.17211e+06, 
9.17208e+06, 
9.17205e+06, 
9.17209e+06, 
9.17204e+06, 
9.17215e+06, 
9.17232e+06, 
9.17235e+06, 
9.17232e+06, 
9.17235e+06, 
9.17253e+06, 
9.17247e+06, 
9.1725e+06, 
9.17255e+06, 
9.17255e+06, 
9.1725e+06, 
9.17235e+06, 
9.17237e+06, 
9.17218e+06, 
9.17204e+06, 
9.17182e+06, 
9.17177e+06, 
9.17174e+06, 
9.17152e+06, 
9.1714e+06, 
9.17144e+06, 
9.17154e+06, 
9.17164e+06, 
9.17154e+06, 
9.17142e+06, 
9.17151e+06, 
9.17171e+06, 
9.17158e+06, 
9.17157e+06, 
9.17154e+06, 
9.17146e+06, 
9.17139e+06, 
9.17134e+06, 
9.17137e+06, 
9.17137e+06, 
9.1714e+06, 
9.17164e+06, 
9.17166e+06, 
9.17177e+06, 
9.17187e+06, 
9.17203e+06, 
9.17198e+06, 
9.17193e+06, 
9.17193e+06, 
9.17194e+06, 
9.17194e+06, 
9.17201e+06, 
9.17193e+06, 
9.17195e+06, 
9.17202e+06, 
9.17199e+06, 
9.17204e+06, 
9.17204e+06, 
9.17205e+06, 
9.17204e+06, 
9.17198e+06, 
9.17198e+06, 
9.17211e+06, 
9.17221e+06, 
9.17235e+06, 
9.17251e+06, 
9.17262e+06, 
9.17264e+06, 
9.17249e+06, 
9.17238e+06, 
9.1725e+06, 
9.17251e+06, 
9.17239e+06, 
9.17222e+06, 
9.172e+06, 
9.17191e+06, 
9.17183e+06, 
9.17183e+06, 
9.17194e+06, 
9.17197e+06, 
9.17187e+06, 
9.17188e+06, 
9.17191e+06, 
9.17199e+06, 
9.17199e+06, 
9.17188e+06, 
9.1717e+06, 
9.17165e+06, 
9.17172e+06, 
9.17179e+06, 
9.17187e+06, 
9.172e+06, 
9.17215e+06, 
9.17215e+06, 
9.17223e+06, 
9.17239e+06, 
9.17248e+06, 
9.17235e+06, 
9.17229e+06, 
9.17222e+06, 
9.17208e+06, 
9.17189e+06, 
9.17196e+06, 
9.1718e+06, 
9.17152e+06, 
9.17135e+06, 
9.17124e+06, 
9.17109e+06, 
9.17097e+06, 
9.17093e+06, 
9.17088e+06, 
9.17087e+06, 
9.1709e+06, 
9.17101e+06, 
9.17107e+06, 
9.17109e+06, 
9.17098e+06, 
9.17105e+06, 
9.17104e+06, 
9.17102e+06, 
9.17103e+06, 
9.17104e+06, 
9.17096e+06, 
9.17102e+06, 
9.17115e+06, 
9.17119e+06, 
9.1712e+06, 
9.17127e+06, 
9.17116e+06, 
9.17103e+06, 
9.17106e+06, 
9.1711e+06, 
9.17098e+06, 
9.17105e+06, 
9.17116e+06, 
9.17117e+06, 
9.1712e+06, 
9.17117e+06, 
9.17115e+06, 
9.17113e+06, 
9.17129e+06, 
9.17122e+06, 
9.17123e+06, 
9.17108e+06, 
9.17107e+06, 
9.17101e+06, 
9.17096e+06, 
9.17097e+06, 
9.17098e+06, 
9.17097e+06, 
9.17088e+06, 
9.17083e+06, 
9.17094e+06, 
9.17091e+06, 
9.1709e+06, 
9.17085e+06, 
9.1709e+06, 
9.17091e+06, 
9.17096e+06, 
9.17096e+06, 
9.17105e+06, 
9.17105e+06, 
9.17108e+06, 
9.17118e+06, 
9.1713e+06, 
9.17141e+06, 
9.17166e+06, 
9.17184e+06, 
9.1721e+06, 
9.1724e+06, 
9.17282e+06, 
9.17315e+06, 
9.17331e+06, 
9.17353e+06, 
9.17365e+06, 
9.17362e+06, 
9.17358e+06, 
9.17358e+06, 
9.17386e+06, 
9.17422e+06, 
9.17491e+06, 
9.17538e+06, 
9.17594e+06, 
9.1766e+06, 
9.17737e+06, 
9.17784e+06, 
9.17766e+06, 
9.17719e+06, 
9.17684e+06, 
9.1759e+06, 
9.17407e+06, 
9.17206e+06, 
9.16965e+06, 
9.16782e+06, 
9.16659e+06, 
9.16588e+06, 
9.16564e+06, 
9.1655e+06, 
9.16506e+06, 
9.16478e+06, 
9.16484e+06, 
9.16375e+06, 
9.16301e+06, 
9.16281e+06, 
9.16347e+06, 
9.16405e+06, 
9.16347e+06, 
9.16184e+06, 
9.15968e+06, 
9.15936e+06, 
9.16046e+06, 
9.16154e+06, 
9.16248e+06, 
9.16327e+06, 
9.16413e+06, 
9.16499e+06, 
9.16562e+06, 
9.16624e+06, 
9.16693e+06, 
9.16755e+06, 
9.16813e+06, 
9.16877e+06, 
9.16928e+06, 
9.16982e+06, 
9.17022e+06, 
9.1706e+06, 
9.171e+06, 
9.17139e+06, 
9.17168e+06, 
9.17192e+06, 
9.17184e+06, 
9.17162e+06, 
9.17165e+06, 
9.17172e+06, 
9.17194e+06, 
9.17193e+06, 
9.17189e+06, 
9.17198e+06, 
